dataset_idx,question_id,n_hops,hop_idx,hop,template_question,model_resolved_question,gold_resolved_question,question_matches_gold_path,referenced_parent_indices,referenced_parents_benchmark_correct,gold,pred,raw_pred,label,token_f1,matched_gold,mean_logprob,min_logprob,entropy,margin,verbal_confidence,verbal_raw,generated_tokens,prompt_tokens,u_mean_logprob,u_mean_logprob_centered,u_mean_logprob_z,u_mean_logprob_minmax,u_mean_logprob_rank,u_min_logprob,u_min_logprob_centered,u_min_logprob_z,u_min_logprob_minmax,u_min_logprob_rank,u_entropy,u_entropy_centered,u_entropy_z,u_entropy_minmax,u_entropy_rank,u_margin,u_margin_centered,u_margin_z,u_margin_minmax,u_margin_rank,u_verbal,u_verbal_centered,u_verbal_z,u_verbal_minmax,u_verbal_rank
1211,3hop1__498954_160713_77246,3,1,2,What was the majority religion in the area of British India that become India when #1 was created?,What was the majority religion in the area of British India that become India when Pakistan was created?,What was the majority religion in the area of British India that become India when Pakistan was created?,True,1,True,Hindu,Hindus,Hindus,incorrect,0.0,Hindu,-0.03874853497950426,-0.11622986942529678,0.11548782605132146,9.572916666666666,45.0,"45

The",3,3611,0.03874853497950426,0.02570831082287365,1.4141701238610356,1.0,1.0,0.11622986942529678,0.07712429670997759,1.414168727375544,1.0,1.0,0.11548782605132146,0.0758858345934641,1.413842158514394,1.0,1.0,-9.572916666666666,1.5,1.4087439204555705,1.0,1.0,-45.0,-3.3333333333333357,-1.4142135623730963,0.0,3.0
1211,3hop1__498954_160713_77246,3,2,3,what is the meaning of #2 in arabic dictionary,what is the meaning of Hindus in arabic dictionary,what is the meaning of Hindu in arabic dictionary,False,2,False,the country of India,Hindu,Hindu,incorrect,0.0,the country of India,-0.00036057425660374065,-0.0010752854868769646,0.0031655341654186486,11.708333333333334,40.0,"40

The",3,3603,0.00036057425660374065,-0.012679649900026865,-0.6974858127855492,0.009009765273107097,2.0,0.0010752854868769646,-0.038030287228442226,-0.6973320365411496,0.009152794322611001,2.0,0.0031655341654186486,-0.03643645729243872,-0.6788539613873603,0.02612315839279794,2.0,-11.708333333333334,-0.6354166666666679,-0.596759577415208,0.09691629955947109,2.0,-40.0,1.6666666666666643,0.7071067811865466,1.0,1.5
1268,3hop2__304722_602987_63959,3,0,1,1894–95 FA Cup >> winner,1894–95 FA Cup >> winner,1894–95 FA Cup >> winner,True,,True,Aston Villa,Birmingham City,Birmingham City,incorrect,0.0,Aston Villa,-0.006150419276915879,-0.017889341339468956,0.03581171122399004,8.411458333333334,40.0,"40

</think>",3,3620,0.006150419276915879,-0.006802087360859546,-0.5125856876589119,0.16320533133355553,2.0,0.017889341339468956,-0.04215411453818282,-0.6101975367616157,0.08579114943360726,2.0,0.03581171122399004,-0.011131327064130794,-0.3020090802137442,0.31069089678659545,2.0,-8.411458333333334,2.1824652777777764,1.3512663190711092,1.0,1.0,-40.0,0.0,0.0,0.0,2.0
1268,3hop2__304722_602987_63959,3,1,2,Joe Gallagher >> member of sports team,Joe Gallagher >> member of sports team,Joe Gallagher >> member of sports team,True,,True,Birmingham City,Manchester City F.C.,Manchester City F.C.,needs_review,0.4,Birmingham City,-0.03150095612734276,-0.1574481576681137,0.09660851084356423,12.26875,40.0,"40

The",5,3616,0.03150095612734276,0.018548449489567333,1.3977576635262483,1.0,1.0,0.1574481576681137,0.09740470179046193,1.4099717133828755,1.0,1.0,0.09660851084356423,0.049665472555443395,1.3474964483959906,1.0,1.0,-12.26875,-1.6748263888888903,-1.0369633426202378,0.0,3.0,-40.0,0.0,0.0,0.0,2.0
1268,3hop2__304722_602987_63959,3,2,3,when was the last time #2 beat #1,when was the last time Manchester City F.C. beat Birmingham City,when was the last time Birmingham City beat Aston Villa,False,"2,1",False,1 December 2010,2015,2015,incorrect,0.0,1 December 2010,-0.0012061445090676415,-0.004792868625372648,0.008408892796808232,11.1015625,40.0,"40

The",4,3622,0.0012061445090676415,-0.011746362128707784,-0.8851719758673362,0.0,3.0,0.004792868625372648,-0.055250587252279125,-0.79977417662126,0.0,3.0,0.008408892796808232,-0.0385341454913126,-1.0454873681822463,0.0,3.0,-11.1015625,-0.5076388888888896,-0.3143029764508736,0.30259249257358917,2.0,-40.0,0.0,0.0,0.0,2.0
1274,3hop2__304722_740784_63959,3,0,1,1894–95 FA Cup >> winner,1894–95 FA Cup >> winner,1894–95 FA Cup >> winner,True,,True,Aston Villa,Everton,Everton,incorrect,0.0,Aston Villa,-0.21341902017590542,-0.426837682723999,0.44650308516929726,8.125,40.0,"40

The",2,3654,0.21341902017590542,0.08785174055126768,1.2091053080151937,1.0,1.0,0.426837682723999,0.09073432286580402,0.4761105118626395,0.8096313990693447,2.0,0.44650308516929726,0.19637995739706382,1.406519429187226,1.0,1.0,-8.125,0.3515625,0.25626988838287035,0.6595744680851063,2.0,-40.0,0.0,0.0,0.0,2.0
1274,3hop2__304722_740784_63959,3,1,2,Krystian Pearce >> member of sports team,Krystian Pearce >> member of sports team,Krystian Pearce >> member of sports team,True,,True,Birmingham City,Pearce,Pearce,incorrect,0.0,Birmingham City,-0.03548479075834621,-0.07095634937286377,0.1341199100133963,7.0,40.0,"40

The",2,3652,0.03548479075834621,-0.09008248886629153,-1.2398071428521171,0.0,3.0,0.07095634937286377,-0.26514701048533124,-1.3913067832966304,0.0,3.0,0.1341199100133963,-0.11600321775883715,-0.8308423211241649,0.0,3.0,-7.0,1.4765625,1.0763335312080555,1.0,1.0,-40.0,0.0,0.0,0.0,2.0
1274,3hop2__304722_740784_63959,3,2,3,when was the last time #2 beat #1,when was the last time Pearce beat Everton,when was the last time Birmingham City beat Aston Villa,False,"2,1",False,1 December 2010,2013,2013,incorrect,0.0,1 December 2010,-0.12779802793966155,-0.5105160474777222,0.16974638813400678,10.3046875,40.0,"40

The",4,3651,0.12779802793966155,0.002230748315023817,0.030701834836923177,0.5188053894042128,2.0,0.5105160474777222,0.17441268761952716,0.9151962714339906,1.0,1.0,0.16974638813400678,-0.08037673963822667,-0.5756771080630613,0.11404736539613693,2.0,-10.3046875,-1.828125,-1.3326034195909258,0.0,3.0,-40.0,0.0,0.0,0.0,2.0
1283,3hop1__380590_831637_91775,3,0,1,USS Zigzag >> operator,USS Zigzag >> operator,USS Zigzag >> operator,True,,True,United States Navy,USS Zigzag (SP-106) was an armed motorboat,USS Zigzag (SP-106) was an armed motorboat,incorrect,0.0,United States Navy,-0.07477333283078158,-0.6264393329620361,0.10619317836953084,16.830078125,40.0,40,16,2121,0.07477333283078158,0.044696045546036525,1.3906815435272952,1.0,1.0,0.6264393329620361,0.39186200693560147,1.4064292543493635,1.0,1.0,0.10619317836953084,0.0521140025810039,1.2512564497245657,1.0,1.0,-16.830078125,3.5226562500000007,1.4054002952881617,1.0,1.0,-40.0,6.666666666666664,1.4142135623730945,1.0,1.0
1283,3hop1__380590_831637_91775,3,1,2,list of destroyer classes of #1 >> operator,list of destroyer classes of USS Zigzag (SP-106) was an armed motorboat >> operator,list of destroyer classes of United States Navy >> operator,False,1,False,U.S. Navy,SP-106,SP-106,incorrect,0.0,U.S. Navy,-0.01488015204668045,-0.07440076023340225,0.051793986864843676,22.45625,50.0,50,5,2137,0.01488015204668045,-0.015197135238064605,-0.4728466519101006,0.19275939860451635,2.0,0.07440076023340225,-0.16017656579303244,-0.5748886189662127,0.11468072809845242,2.0,0.051793986864843676,-0.0022851889236832623,-0.0548673530718227,0.46637542975552754,2.0,-22.45625,-2.103515625,-0.8392194045383399,0.0,3.0,-50.0,-3.3333333333333357,-0.707106781186548,0.0,2.5
1283,3hop1__380590_831637_91775,3,2,3,what does seal stand for in #2 seals,what does seal stand for in SP-106 seals,what does seal stand for in U.S. Navy seals,False,2,False,"Sea, Air, and Land",SP-106,SP-106,incorrect,0.0,"Sea, Air, and Land",-0.0005783769767731429,-0.002891884883865714,0.0042503621312063025,21.771875,50.0,50,5,2127,0.0005783769767731429,-0.02949891030797191,-0.9178348916171944,0.0,3.0,0.002891884883865714,-0.23168544114256898,-0.8315406353831507,0.0,3.0,0.0042503621312063025,-0.049828813657320635,-1.196389096652743,0.0,3.0,-21.771875,-1.4191406250000007,-0.5661808907498218,0.12164132472401569,2.0,-50.0,-3.3333333333333357,-0.707106781186548,0.0,2.5
1293,3hop1__756602_831637_91775,3,0,1,USS Jason >> operator,USS Jason >> operator,USS Jason >> operator,True,,True,United States Navy,"USS ""Jason"" (AR-8) was operated by the United States","USS ""Jason"" (AR-8) was operated by the United States",incorrect,0.3333333333333333,United States Navy,-0.07961690549291234,-0.5830090641975403,0.11442029091553661,16.0859375,45.0,"45

</think>",16,1984,0.07961690549291234,-0.014135799960724574,-0.3736571717567016,0.2627517127427428,2.0,0.5830090641975403,0.13188775380452472,1.3021516863866462,1.0,1.0,0.11442029091553661,-0.045447747799831226,-0.8846343280229654,0.0,3.0,-16.0859375,-3.4296875,-0.888076107461946,0.0,3.0,-45.0,10.0,0.7071067811865475,1.0,1.5
1293,3hop1__756602_831637_91775,3,1,2,list of destroyer classes of #1 >> operator,"list of destroyer classes of USS ""Jason"" (AR-8) was operated by the United States >> operator",list of destroyer classes of United States Navy >> operator,False,1,False,U.S. Navy,United States Navy,United States Navy,needs_review,0.4,U.S. Navy,-0.1455073346538711,-0.433571994304657,0.23168267780116972,7.260416666666667,45.0,"45

The",3,2001,0.1455073346538711,0.0517546292002342,1.3680505118922934,1.0,1.0,0.433571994304657,-0.01754931608835858,-0.17326757701293447,0.39309027618077025,2.0,0.23168267780116972,0.07181463908580188,1.3978623378586001,1.0,1.0,-7.260416666666667,5.395833333333333,1.3971857970092272,1.0,1.0,-45.0,10.0,0.7071067811865475,1.0,1.5
1293,3hop1__756602_831637_91775,3,2,3,what does seal stand for in #2 seals,what does seal stand for in United States Navy seals,what does seal stand for in U.S. Navy seals,False,2,False,"Sea, Air, and Land","Sea, Air, and Land","Sea, Air, and Land",correct,1.0,"Sea, Air, and Land",-0.05613387621412732,-0.33678287267684937,0.13350114742939723,14.622395833333334,75.0,"75

</think>",6,1989,0.05613387621412732,-0.03761882923950959,-0.994393340135591,0.0,3.0,0.33678287267684937,-0.1143384377161662,-1.1288841093737125,0.0,3.0,0.13350114742939723,-0.02636689128597061,-0.513228009835634,0.1627193256135091,2.0,-14.622395833333334,-1.966145833333334,-0.5091096895472813,0.16583062850398342,2.0,-75.0,-20.0,-1.414213562373095,0.0,3.0
1321,3hop1__829944_474097_84283,3,0,1,Better Than Me >> performer,Better Than Me >> performer,Better Than Me >> performer,True,,True,Terry Dexter,Terry Dexter,Terry Dexter,correct,1.0,Terry Dexter,-1.9868209240788323e-07,-5.960462772236497e-07,3.0075463941514613e-06,19.041666666666668,50.0,50,3,1612,1.9868209240788323e-07,-0.0002633884824283605,-1.0798884093387657,0.0,3.0,5.960462772236497e-07,-0.0012846241007764547,-1.057812482146618,0.0,3.0,3.0075463941514613e-06,-0.002008315723393513,-1.1148571534527958,0.0,3.0,-19.041666666666668,-4.348611111111113,-1.413933202429739,0.0,3.0,-50.0,0.0,0.0,0.0,2.0
1321,3hop1__829944_474097_84283,3,1,2,#1 >> record label,Terry Dexter >> record label,Terry Dexter >> record label,True,1,True,Warner Bros. Records,Warner Bros. Records,Warner Bros. Records,correct,1.0,Warner Bros. Records,-0.0005881627218514041,-0.0029147069435566664,0.0043729133781994275,12.59375,50.0,50,5,1613,0.0005881627218514041,0.00032457555733063576,1.3307544015762276,1.0,1.0,0.0029147069435566664,0.001629486796502988,1.3417866532257412,1.0,1.0,0.0043729133781994275,0.002361590108411763,1.3109669934951431,1.0,1.0,-12.59375,2.0993055555555546,0.6825806564907534,0.9772655509946321,2.0,-50.0,0.0,0.0,0.0,2.0
1321,3hop1__829944_474097_84283,3,2,3,who is the owner of #2,who is the owner of Warner Bros. Records,who is the owner of Warner Bros. Records,True,2,True,Warner Music Group,Warner Bros. Records,Warner Bros. Records,incorrect,0.3333333333333333,Warner Music Group,-0.00020240008961849298,-0.0009403574513271451,0.001658048884769414,12.44375,50.0,50,5,1616,0.00020240008961849298,-6.118707490227536e-05,-0.2508659922374623,0.3439009766804217,2.0,0.0009403574513271451,-0.0003448626957265333,-0.28397417107912337,0.3224864935398527,2.0,0.001658048884769414,-0.00035327438501825056,-0.19610984004234777,0.37873615635592295,2.0,-12.44375,2.249305555555555,0.7313525459389846,1.0,1.0,-50.0,0.0,0.0,0.0,2.0
1382,3hop1__241001_568433_47686,3,0,1,Arna Selznick >> employer,Arna Selznick >> employer,Arna Selznick >> employer,True,,True,Nelvana,John van Bruggen,John van Bruggen,incorrect,0.0,Nelvana,-0.0018375841900635237,-0.009187563322484493,0.010440822514402015,15.65625,40.0,"40

The",5,2424,0.0018375841900635237,-0.002979336384674032,-0.5603030319262977,0.12630522501038527,2.0,0.009187563322484493,-0.010469990452596296,-0.5009583643647034,0.17195584496504443,2.0,0.010440822514402015,-0.012484810864572182,-0.539759372346966,0.14239546279774343,2.0,-15.65625,-3.415364583333334,-1.3957700953143017,0.0,3.0,-40.0,0.0,0.0,0.0,2.0
1382,3hop1__241001_568433_47686,3,1,2,#1 >> headquarters location,John van Bruggen >> headquarters location,Nelvana >> headquarters location,False,1,False,Toronto,Dancingmonkeys,Dancingmonkeys,incorrect,0.0,Toronto,-0.0003271038021921413,-0.0009552444680593908,0.0029837844903113364,11.015625,40.0,"40

The",4,2425,0.0003271038021921413,-0.0044898167725454146,-0.8443685524707802,0.0,3.0,0.0009552444680593908,-0.018702309307021398,-0.894850699502301,0.0,3.0,0.0029837844903113364,-0.01994184888866286,-0.86215161417678,0.0,3.0,-11.015625,1.225260416666666,0.5007318565347911,0.8278745644599304,2.0,-40.0,0.0,0.0,0.0,2.0
1382,3hop1__241001_568433_47686,3,2,3,where do greyhound buses leave from in #2,where do greyhound buses leave from in Dancingmonkeys,where do greyhound buses leave from in Toronto,False,2,False,Toronto Coach Terminal,Dancingmonkeys,Dancingmonkeys,incorrect,0.0,Toronto Coach Terminal,-0.012286073731957003,-0.048829853534698486,0.05535229313220924,10.05078125,40.0,"40

The",4,2428,0.012286073731957003,0.007469153157219448,1.404671584397078,1.0,1.0,0.048829853534698486,0.029172299759617697,1.3958090638670047,1.0,1.0,0.05535229313220924,0.03242665975323504,1.401910986523746,1.0,1.0,-10.05078125,2.190104166666666,0.8950382387795099,1.0,1.0,-40.0,0.0,0.0,0.0,2.0
1402,3hop1__38738_78276_68042,3,0,1,Which bill gave regulators the discretion to prohibit proprietary trades?,Which bill gave regulators the discretion to prohibit proprietary trades?,Which bill gave regulators the discretion to prohibit proprietary trades?,True,,True,Senate,Volcker Rule,Volcker Rule,incorrect,0.0,Senate,-0.009344900535324996,-0.028002634644508362,0.042337864474878494,8.760416666666666,45.0,"45

</think>",3,3960,0.009344900535324996,-0.058182751362620716,-0.6539864501642911,0.04831940087425629,2.0,0.028002634644508362,-0.16172159692723653,-0.6501418719392158,0.05168891527619618,2.0,0.042337864474878494,-0.08095297603996604,-0.5568457702204851,0.12903569261659653,2.0,-8.760416666666666,1.106770833333334,0.22276001782226576,0.638136511375948,2.0,-45.0,-3.3333333333333357,-1.4142135623730963,0.0,3.0
1402,3hop1__38738_78276_68042,3,1,2,which party is the majority party in the #1,which party is the majority party in the Volcker Rule,which party is the majority party in the Senate,False,1,False,Republicans,Democratic Party.,Democratic Party.,incorrect,0.0,Republicans,-0.193229472230693,-0.5411364436149597,0.3274346432105328,4.411458333333333,40.0,"40

The",3,3961,0.193229472230693,0.1257018203327473,1.4129150879484993,1.0,1.0,0.5411364436149597,0.3514122120432148,1.4127228378957384,1.0,1.0,0.3274346432105328,0.20414380269568827,1.4042301915089292,1.0,1.0,-4.411458333333333,5.455729166666667,1.0980758525591683,1.0,1.0,-40.0,1.6666666666666643,0.7071067811865466,1.0,1.5
1402,3hop1__38738_78276_68042,3,2,3,when did the #2 gain control of the house,when did the Democratic Party. gain control of the house,when did the Republicans gain control of the house,False,2,False,the 2010 election,2010,2010,needs_review,0.6666666666666666,the 2010 election,-8.582927819134056e-06,-3.361645576660521e-05,0.00010001385912233873,16.4296875,40.0,"40

The",4,3961,8.582927819134056e-06,-0.06751906897012658,-0.7589286377842082,0.0,3.0,3.361645576660521e-05,-0.1896906151159783,-0.7625809659565226,0.0,3.0,0.00010001385912233873,-0.12319082665572219,-0.8473844212884438,0.0,3.0,-16.4296875,-6.5625,-1.3208358703814338,0.0,3.0,-40.0,1.6666666666666643,0.7071067811865466,1.0,1.5
1404,3hop2__72083_92991_76291,3,0,1,who gained control of congress in the midterm elections in 1946,who gained control of congress in the midterm elections in 1946,who gained control of congress in the midterm elections in 1946,True,,True,Republicans,Republicans,Republicans,correct,1.0,Republicans,-0.0002547178009990603,-0.0002547178009990603,0.002475219313055277,8.40625,40.0,"40

The",1,2750,0.0002547178009990603,-0.03544817041199503,-1.2811616773734105,0.0,3.0,0.0002547178009990603,-0.27495662547880784,-1.3198060261996463,0.0,3.0,0.002475219313055277,-0.07379699687007082,-1.3594871938503488,0.0,3.0,-8.40625,3.2265625,1.2568469978786632,1.0,1.0,-40.0,0.0,0.0,0.0,2.0
1404,3hop2__72083_92991_76291,3,1,2,who determines the rules of the us house and us senate,who determines the rules of the us house and us senate,who determines the rules of the us house and us senate,True,,True,The Senate,The Standing Rules of the United States Senate are the parliamentary procedures adopted by the United,The Standing Rules of the United States Senate are the parliamentary procedures adopted by the United,correct,0.15384615384615385,The Senate,-0.039077345163715194,-0.3210277557373047,0.09485506540031707,14.6875,40.0,40,16,2746,0.039077345163715194,0.003374456950721104,0.12195904265195338,0.5749636286153075,2.0,0.3210277557373047,0.04581641245749779,0.21992114994484732,0.6363321755612055,2.0,0.09485506540031707,0.018582849217190972,0.3423329756968586,0.7160609761959573,2.0,-14.6875,-3.0546875,-1.1898963103403324,0.0,3.0,-40.0,0.0,0.0,0.0,2.0
1404,3hop2__72083_92991_76291,3,2,3,when did #1 take control of the #2,when did Republicans take control of the The Standing Rules of the United States Senate are the parliamentary procedures adopted by the United,when did Republicans take control of the The Senate,False,"1,2",True,January 2015,18. 2014,18. 2014,incorrect,0.0,January 2015,-0.06777660167426802,-0.5043515563011169,0.13148636383600595,11.8046875,40.0,"40

The",8,2758,0.06777660167426802,0.03207371346127393,1.1592026347214575,1.0,1.0,0.5043515563011169,0.22914021302131005,1.099884876254799,1.0,1.0,0.13148636383600595,0.05521414765287985,1.0171542181534903,1.0,1.0,-11.8046875,-0.171875,-0.06695068753833072,0.458955223880597,2.0,-40.0,0.0,0.0,0.0,2.0
1407,3hop2__92991_38242_76291,3,0,1,who determines the rules of the us house and us senate,who determines the rules of the us house and us senate,who determines the rules of the us house and us senate,True,,True,The Senate,The Speaker of the House and the Majority and Minority Leaders determine the rules of the,The Speaker of the House and the Majority and Minority Leaders determine the rules of the,incorrect,0.0,The Senate,-0.04385818478925074,-0.6964555978775024,0.05150745971230762,15.1494140625,40.0,"40

The",16,2725,0.04385818478925074,-0.16864886543396077,-0.677808366734745,0.027070920476300265,2.0,0.6964555978775024,0.23712554077307385,0.9567963759128727,1.0,1.0,0.05150745971230762,-0.41968210638370623,-0.7604384941619046,0.0,3.0,-15.1494140625,-6.807942708333334,-1.1731784307938682,0.0,3.0,-40.0,0.0,0.0,0.0,2.0
1407,3hop2__92991_38242_76291,3,1,2,"Prior to the 1954 elections, who had majorities in Congress?","Prior to the 1954 elections, who had majorities in Congress?","Prior to the 1954 elections, who had majorities in Congress?",True,,True,Republicans,Democrats,Democrats,incorrect,0.0,Republicans,-0.5642852187156677,-0.5642852187156677,1.250927209854126,0.96875,40.0,"40

The",1,2730,0.5642852187156677,0.35177816849245624,1.4138143486780756,1.0,1.0,0.5642852187156677,0.10495516161123913,0.42349178386939273,0.7718077442650765,2.0,1.250927209854126,0.779737643758112,1.4128372657343076,1.0,1.0,-0.96875,7.372721354166666,1.2705038863464817,1.0,1.0,-40.0,0.0,0.0,0.0,2.0
